Ensembl Gene ID	Yeast Ensembl Gene ID	% Identity with respect to Yeast gene	Associated Gene Name	Description	Disease
ENSMUSG00000001983	YGR021W	24	Taco1	"translational activator of mitochondrially encoded cytochrome c oxidase I [Source:MGI Symbol;Acc:MGI:1917457]"	
ENSMUSG00000026547	YOR367W	27	Tagln2	"transgelin 2 [Source:MGI Symbol;Acc:MGI:1312985]"	
ENSMUSG00000040688	YLR222C	28	Tbl3	"transducin (beta)-like 3 [Source:MGI Symbol;Acc:MGI:2384863]"	
ENSMUSG00000033813	YGL043W	28	Tcea1	"transcription elongation factor A (SII) 1 [Source:MGI Symbol;Acc:MGI:1196624]"	
ENSMUSG00000024498	YKL012W	20	Tcerg1	"transcription elongation regulator 1 (CA150) [Source:MGI Symbol;Acc:MGI:1926421]"	
ENSMUSG00000001472	YDR333C	20	Tcf25	"transcription factor 25 (basic helix-loop-helix) [Source:MGI Symbol;Acc:MGI:1914105]"	
ENSMUSG00000068039	YDR212W	60	Tcp1	"t-complex protein 1 [Source:MGI Symbol;Acc:MGI:98535]"	
ENSMUSG00000036983	YPL266W	22	Tfb1m	"transcription factor B1, mitochondrial [Source:MGI Symbol;Acc:MGI:2146851]"	
ENSMUSG00000022797	YJR126C	18	Tfrc	"transferrin receptor [Source:MGI Symbol;Acc:MGI:98822]"	
ENSMUSG00000030942	YGL232W	27	Thumpd1	"THUMP domain containing 1 [Source:MGI Symbol;Acc:MGI:2444479]"	
ENSMUSG00000071337	YNL016W	26	Tia1	"cytotoxic granule-associated RNA binding protein 1 [Source:MGI Symbol;Acc:MGI:107914]"	
ENSMUSG00000030846	YNL016W	25	Tial1	"Tia1 cytotoxic granule-associated RNA binding protein-like 1 [Source:MGI Symbol;Acc:MGI:107913]"	
ENSMUSG00000009470	YBR017C	32	Tnpo1	"transportin 1 [Source:MGI Symbol;Acc:MGI:2681523]"	
ENSMUSG00000070544	YOL006C	39	Top1	"topoisomerase (DNA) I [Source:MGI Symbol;Acc:MGI:98788]"	
ENSMUSG00000020914	YNL088W	43	Top2a	"topoisomerase (DNA) II alpha [Source:MGI Symbol;Acc:MGI:98790]"	
ENSMUSG00000022779	YLR234W	31	Top3b	"topoisomerase (DNA) III beta [Source:MGI Symbol;Acc:MGI:1333803]"	
ENSMUSG00000023456	YDR050C	51	Tpi1	"triosephosphate isomerase 1 [Source:MGI Symbol;Acc:MGI:98797]"	
ENSMUSG00000006005	YKR095W	21	Tpr	"translocated promoter region [Source:MGI Symbol;Acc:MGI:1922066]"	
ENSMUSG00000006005	YIL149C	19	Tpr	"translocated promoter region [Source:MGI Symbol;Acc:MGI:1922066]"	
ENSMUSG00000060126	YKL056C	43	Tpt1	"tumor protein, translationally-controlled 1 [Source:MGI Symbol;Acc:MGI:104890]"	
ENSMUSG00000005981	YMR186W	29	Trap1	"TNF receptor-associated protein 1 [Source:MGI Symbol;Acc:MGI:1915265]"	
ENSMUSG00000001909	YDR120C	32	Trmt1	"tRNA methyltransferase 1 [Source:MGI Symbol;Acc:MGI:1289155]"	
ENSMUSG00000004127	YOL093W	26	Trmt10a	"tRNA methyltransferase 10A [Source:MGI Symbol;Acc:MGI:1920421]"	
ENSMUSG00000044763	YOL093W	22	Trmt10c	"tRNA methyltransferase 10C [Source:MGI Symbol;Acc:MGI:1196261]"	
ENSMUSG00000053286	YDR120C	16	Trmt1l	"tRNA methyltransferase 1 like [Source:MGI Symbol;Acc:MGI:1916185]"	
ENSMUSG00000022721	YKR056W	13	Trmt2a	"TRM2 tRNA methyltransferase 2A [Source:MGI Symbol;Acc:MGI:96270]"	
ENSMUSG00000037376	YNL062C	23	Trmt6	"tRNA methyltransferase 6 [Source:MGI Symbol;Acc:MGI:1914176]"	
ENSMUSG00000028898	YHR086W	12	Trnau1ap	"tRNA selenocysteine 1 associated protein 1 [Source:MGI Symbol;Acc:MGI:1919037]"	
ENSMUSG00000028898	YBR212W	11	Trnau1ap	"tRNA selenocysteine 1 associated protein 1 [Source:MGI Symbol;Acc:MGI:1919037]"	
ENSMUSG00000039826	YNL292W	15	Trub2	"TruB pseudouridine (psi) synthase homolog 2 (E. coli) [Source:MGI Symbol;Acc:MGI:2442186]"	
ENSMUSG00000038335	YDL060W	30	Tsr1	"TSR1 20S rRNA accumulation [Source:MGI Symbol;Acc:MGI:2144566]"	
ENSMUSG00000073838	YOR187W	55	Tufm	"Tu translation elongation factor, mitochondrial [Source:MGI Symbol;Acc:MGI:1923686]"	
ENSMUSG00000023277	YGR080W	25	Twf2	"twinfilin, actin-binding protein, homolog 2 (Drosophila) [Source:MGI Symbol;Acc:MGI:1346078]"	
ENSMUSG00000028367	YGR209C	47	Txn1	"thioredoxin 1 [Source:MGI Symbol;Acc:MGI:98874]"	
ENSMUSG00000028367	YLR043C	44	Txn1	"thioredoxin 1 [Source:MGI Symbol;Acc:MGI:98874]"	
ENSMUSG00000028367	YCR083W	35	Txn1	"thioredoxin 1 [Source:MGI Symbol;Acc:MGI:98874]"	
ENSMUSG00000001924	YKL210W	52	Uba1	"ubiquitin-like modifier activating enzyme 1 [Source:MGI Symbol;Acc:MGI:98890]"	
ENSMUSG00000008348	YIL148W	70	Ubc	"ubiquitin C [Source:MGI Symbol;Acc:MGI:98889]"	
ENSMUSG00000008348	YKR094C	70	Ubc	"ubiquitin C [Source:MGI Symbol;Acc:MGI:98889]"	
ENSMUSG00000015120	YDL064W	56	Ube2i	"ubiquitin-conjugating enzyme E2I [Source:MGI Symbol;Acc:MGI:107365]"	
ENSMUSG00000038965	YBR082C	41	Ube2l3	"ubiquitin-conjugating enzyme E2L 3 [Source:MGI Symbol;Acc:MGI:109240]"	
ENSMUSG00000038965	YDR059C	39	Ube2l3	"ubiquitin-conjugating enzyme E2L 3 [Source:MGI Symbol;Acc:MGI:109240]"	
ENSMUSG00000074781	YDR092W	66	Ube2n	"ubiquitin-conjugating enzyme E2N [Source:MGI Symbol;Acc:MGI:1934835]"	
ENSMUSG00000058301	YMR080C	51	Upf1	"UPF1 regulator of nonsense transcripts homolog (yeast) [Source:MGI Symbol;Acc:MGI:107995]"	
ENSMUSG00000029407	YDL058W	10	Uso1	"USO1 vesicle docking factor [Source:MGI Symbol;Acc:MGI:1929095]"	
ENSMUSG00000031826	YER151C	16	Usp10	"ubiquitin specific peptidase 10 [Source:MGI Symbol;Acc:MGI:894652]"	
ENSMUSG00000033909	YMR223W	22	Usp36	"ubiquitin specific peptidase 36 [Source:MGI Symbol;Acc:MGI:1919594]"	
ENSMUSG00000028907	YKL099C	32	Utp11l	"UTP11-like, U3 small nucleolar ribonucleoprotein, (yeast) [Source:MGI Symbol;Acc:MGI:1914455]"	
ENSMUSG00000063785	YML093W	22	Utp14a	"UTP14, U3 small nucleolar ribonucleoprotein, homolog A (yeast) [Source:MGI Symbol;Acc:MGI:1919804]"	
ENSMUSG00000079470	YML093W	21	Utp14b	"UTP14, U3 small nucleolar ribonucleoprotein, homolog B (yeast) [Source:MGI Symbol;Acc:MGI:2445092]"	
ENSMUSG00000041747	YMR093W	29	Utp15	"UTP15, U3 small nucleolar ribonucleoprotein, homolog (yeast) [Source:MGI Symbol;Acc:MGI:2145443]"	
ENSMUSG00000054079	YJL069C	24	Utp18	"UTP18, small subunit (SSU) processome component, homolog (yeast) [Source:MGI Symbol;Acc:MGI:1923402]"	
ENSMUSG00000004356	YBL004W	22	Utp20	"UTP20, small subunit (SSU) processome component, homolog (yeast) [Source:MGI Symbol;Acc:MGI:1917933]"	
ENSMUSG00000022313	YOR004W	28	Utp23	"UTP23, small subunit (SSU) processome component, homolog (yeast) [Source:MGI Symbol;Acc:MGI:1925831]"	
ENSMUSG00000070697	YDL153C	20	Utp3	"UTP3, small subunit (SSU) processome component, homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1919230]"	
ENSMUSG00000035575	YDR449C	23	Utp6	"UTP6, small subunit (SSU) processome component, homolog (yeast) [Source:MGI Symbol;Acc:MGI:2445193]"	
ENSMUSG00000028452	YDL126C	67	Vcp	"valosin containing protein [Source:MGI Symbol;Acc:MGI:99919]"	
ENSMUSG00000005378	YCR047C	48	Wbscr22	"Williams Beuren syndrome chromosome region 22 [Source:MGI Symbol;Acc:MGI:1913388]"	
ENSMUSG00000033285	YLR129W	36	Wdr3	"WD repeat domain 3 [Source:MGI Symbol;Acc:MGI:2443143]"	
ENSMUSG00000024400	YNL317W	38	Wdr33	"WD repeat domain 33 [Source:MGI Symbol;Acc:MGI:1921570]"	
ENSMUSG00000038299	YLR409C	30	Wdr36	"WD repeat domain 36 [Source:MGI Symbol;Acc:MGI:1917819]"	
ENSMUSG00000041057	YDR398W	21	Wdr43	"WD repeat domain 43 [Source:MGI Symbol;Acc:MGI:1919765]"	
ENSMUSG00000024312	YER082C	36	Wdr46	"WD repeat domain 46 [Source:MGI Symbol;Acc:MGI:1931871]"	
ENSMUSG00000066357	YPL183C	19	Wdr6	"WD repeat domain 6 [Source:MGI Symbol;Acc:MGI:1930140]"	
ENSMUSG00000020290	YGR218W	47	Xpo1	"exportin 1, CRM1 homolog (yeast) [Source:MGI Symbol;Acc:MGI:2144013]"	
ENSMUSG00000067150	YDR335W	17	Xpo5	"exportin 5 [Source:MGI Symbol;Acc:MGI:1913789]"	
ENSMUSG00000022471	YMR284W	19	Xrcc6	"X-ray repair complementing defective repair in Chinese hamster cells 6 [Source:MGI Symbol;Acc:MGI:95606]"	
ENSMUSG00000032410	YGL173C	31	Xrn1	"5'-3' exoribonuclease 1 [Source:MGI Symbol;Acc:MGI:891964]"	
ENSMUSG00000027433	YOR048C	37	Xrn2	"5'-3' exoribonuclease 2 [Source:MGI Symbol;Acc:MGI:894687]"	
ENSMUSG00000028811	YGR185C	52	Yars	"tyrosyl-tRNA synthetase [Source:MGI Symbol;Acc:MGI:2147627]"	
ENSMUSG00000022792	YPL097W	30	Yars2	"tyrosyl-tRNA synthetase 2 (mitochondrial) [Source:MGI Symbol;Acc:MGI:1917370]"	
ENSMUSG00000038848	YDR374C	29	Ythdf1	"YTH domain family 1 [Source:MGI Symbol;Acc:MGI:1917431]"	
ENSMUSG00000040025	YDR374C	30	Ythdf2	"YTH domain family 2 [Source:MGI Symbol;Acc:MGI:2444233]"	
ENSMUSG00000047213	YDR374C	30	Ythdf3	"YTH domain family 3 [Source:MGI Symbol;Acc:MGI:1918850]"	
ENSMUSG00000020849	YER177W	69	Ywhae	"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon polypeptide [Source:MGI Symbol;Acc:MGI:894689]"	"Left Ventricular Noncompaction 1; LVNC1. Miller-Dieker Lissencephaly Syndrome; MDLS"
ENSMUSG00000020849	YDR099W	68	Ywhae	"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon polypeptide [Source:MGI Symbol;Acc:MGI:894689]"	"Left Ventricular Noncompaction 1; LVNC1. Miller-Dieker Lissencephaly Syndrome; MDLS"
ENSMUSG00000051391	YER177W	56	Ywhag	"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, gamma polypeptide [Source:MGI Symbol;Acc:MGI:108109]"	
ENSMUSG00000051391	YDR099W	55	Ywhag	"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, gamma polypeptide [Source:MGI Symbol;Acc:MGI:108109]"	
ENSMUSG00000018965	YER177W	56	Ywhah	"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, eta polypeptide [Source:MGI Symbol;Acc:MGI:109194]"	
ENSMUSG00000018965	YDR099W	55	Ywhah	"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, eta polypeptide [Source:MGI Symbol;Acc:MGI:109194]"	
ENSMUSG00000027091	YOR091W	44	Zc3h15	"zinc finger CCCH-type containing 15 [Source:MGI Symbol;Acc:MGI:1919747]"	
ENSMUSG00000035649	YIL079C	22	Zcchc7	"zinc finger, CCHC domain containing 7 [Source:MGI Symbol;Acc:MGI:2442912]"	
ENSMUSG00000035649	YDL175C	20	Zcchc7	"zinc finger, CCHC domain containing 7 [Source:MGI Symbol;Acc:MGI:2442912]"	
ENSMUSG00000044786	YLR136C	16	Zfp36	"zinc finger protein 36 [Source:MGI Symbol;Acc:MGI:99180]"	"Inclusion Body Myopathy with Early-Onset Paget Disease with or without Frontotemporal Dementia 1; IBMPFD1"
ENSMUSG00000044786	YDR151C	15	Zfp36	"zinc finger protein 36 [Source:MGI Symbol;Acc:MGI:99180]"	"Inclusion Body Myopathy with Early-Onset Paget Disease with or without Frontotemporal Dementia 1; IBMPFD1"
ENSMUSG00000021127	YDR151C	18	Zfp36l1	"zinc finger protein 36, C3H type-like 1 [Source:MGI Symbol;Acc:MGI:107946]"	"Leukemia, Acute Lymphoblastic; ALL"
ENSMUSG00000021127	YLR136C	15	Zfp36l1	"zinc finger protein 36, C3H type-like 1 [Source:MGI Symbol;Acc:MGI:107946]"	"Leukemia, Acute Lymphoblastic; ALL"
ENSMUSG00000045817	YDR151C	19	Zfp36l2	"zinc finger protein 36, C3H type-like 2 [Source:MGI Symbol;Acc:MGI:107945]"	"Leukemia, Acute Lymphoblastic; ALL"
ENSMUSG00000045817	YLR136C	17	Zfp36l2	"zinc finger protein 36, C3H type-like 2 [Source:MGI Symbol;Acc:MGI:107945]"	"Leukemia, Acute Lymphoblastic; ALL"
ENSMUSG00000028840	YLR074C	21	Zfp593	"zinc finger protein 593 [Source:MGI Symbol;Acc:MGI:1915290]"	
ENSMUSG00000041130	YDR266C	21	Zfp598	"zinc finger protein 598 [Source:MGI Symbol;Acc:MGI:2670965]"	
ENSMUSG00000052253	YBR267W	30	Zfp622	"zinc finger protein 622 [Source:MGI Symbol;Acc:MGI:1289282]"	
ENSMUSG00000052253	YLR387C	27	Zfp622	"zinc finger protein 622 [Source:MGI Symbol;Acc:MGI:1289282]"	
ENSMUSG00000039501	YLR430W	11	Znfx1	"zinc finger, NFX1-type containing 1 [Source:MGI Symbol;Acc:MGI:2138982]"	
ENSMUSG00000074182	YHR040W	17	Znhit6	"zinc finger, HIT type 6 [Source:MGI Symbol;Acc:MGI:1916996]"	
